business_id,total_review_count
dUctvEfHQccW_uxtRup2QQ,2
lgu_KwQLd8TX2ewsNIzsjA,3
T9n_LqUUhC2b1ALhg57Y5Q,4
k0AO8X3VzWe_F4lkMb0eSg,3
MuKoTR56s6elHEI2wUkgJA,9
V6Om7YZhlRQRU7WfuxHq8Q,5
qUHaTDZlzjPXSvXrLk66mw,13
DOl21AqtT74dUZ3kvXNNcA,3
FzelkV3vzxkRgBmVSIqALA,3
lj-E32x9_FA7GmUrBGBEWg,5
QNxXsVPYcecUuhGRG-88OQ,5
hTyJhpH7Bl5moMWQb4Sosg,6
PvT44WlqJLkUrCITo6AjRA,2
uE3yzH2l1A_FYciu95EptA,3
rEt4M2MpiFzS-nqwzKDymw,2
CE9wc-UtRIwiyo5i4QO1Og,6
AaWmckcT3O1iQSAIUmzwUA,3
s2SoiyZzBwzaxxXCXqJ56g,9
5TVWytR2oNbSKYgfxypuBw,3
sway6xsRT_CUC6peK_Pyww,14
24Rr4ALt3fDNROR5LEgp0g,3
IS0B5nLJPluVT8NwGgospA,4
dERS4qwl9v-Gwft-Ug8APA,7
Z5c5cPbD3iGNMXYVLLA-Cw,3
0t14RIHl4wODz7LRiRRQ0Q,3
68ThEdiK0eWCEgGEmV9Tng,7
c7DQU8rHH_GjLdeIvanQmg,3
wDE1AfRVCKUL11hKehQEfQ,2
h2nBTqJVHAyltyeq7sZZ-w,10
wl69QZhv9GvYycW97DW05g,2
w8C_pRQvdIXQ5VRWlW2M3w,2
Wz5Ky7sW5jyCkouCCsdP_w,3
tXf6TpqHOLiwyMNbYAOOCQ,6
TTsBa6e2qgIEkiFQfYLmYA,2
ws-gbVjt56zCQC-CR5pjTQ,3
IZv79jZv6el1sBHrG7426g,3
lhsQkb5nhf-Kd5OvgB9MNg,3
sCkN50fE_Pe9gwSnwVwiJA,3
368cyArdo0P0aDUOhhE4PA,9
TO1twT7_FLMbNeDm3KNNRw,5
I1h0GRYp86eX-XqwVXsSGA,7
0zH0l4Jbf-oove3cLvrFOg,13
fJNSx1WOo77TmP7Bl26w_g,4
7qaewBVVl0lOfZPTvtR53w,5
JOvNunKJlWhwJRwLmUR9ZA,2
vYk_ZieerrxyPpaOn1WG7w,5
vG9aD-fvsIimgo-l7u8-AA,7
6yZ2-zmRDw7sTesRn2QAug,2
bc3K8KvLkLNu_XU3RkeeeA,6
sLgnx_WFCjEoPsS6NwU70Q,5
N9-NRK8PPvi73tduxoPKbA,2
i7WnyDXKpT-mPaHEMY-HcQ,2
XyGRDrgCK0z4CiA6nhwEaw,9
-3-6BB10tIWNKGEF0Es2BA,16
vfBzDd-ceWnCrKqHdZwMSg,5
MMRRS6YhVRx_iN5-JhMRYg,13
xFco5W4qAV-bDOzkAon5sw,3
SZgkdhd837HkbtVFVmSMXw,4
8uF-bhJFgT4Tn6DTb27viA,12
2oav5QoWgnvTI2gO5xFMjw,7
3n_G-_DwOJ2VS4uGxBN6sg,8
2V5ki_0pbSn2wF8m1tGBHA,2
8zzOcodws_GwKokAWDD6Ew,3
ymoEdJB5NE56sWw74uyX7A,5
qONvIS94nZhXYm-jccXyuw,3
GLRqRGjzS6nnmiks_hsgGQ,2
wnjFEC-w0qWnyDnO8k1RpA,12
hHP60v3JnRSg8vPnhdVB5w,3
2Q1R2OhBbAQ581vK_r7NhA,6
LlGBjFRcqHX6P_n66_eP6A,7
zSqTndm5Alq9dW1PyzbdTA,14
iDGohK_mkqnAfLeWC4P4TQ,9
OAkcBAwedonnwT3Wf_DqTw,7
NcO-pWiZmNM5zBg8H9zB6Q,5
4zf0Ckvp1UEZEGRVpEckPg,2
yH0ON2BtV52JXxWdZy7Psg,8
LwVhbEy_SHse2G_P2JXMyg,4
zBHAoHU-SD7wECkKpTGImg,8
agTcS5LYZJe4gNiXK6nNkw,5
z3MQ4dmYICABaayF66NV3A,2
51pgAUQ6aIdZEfSXiG39VQ,3
IRkQtjBxgVEqAOdtjgi6hQ,4
Q906kc_DR6oECgnyYrI_lA,9
zgpjbobBY0fKvxAxOz7TkA,2
K7rsFcHcO_LYrgWvTAik2w,17
ZpXZgnBrNodHH8pKpOK_Kg,5
64uWvmzQtptHWFg1Hu3A5Q,3
hkh5iyDeGLNhu-JUQFRE1Q,7
UCMSWPqzXjd7QHq7v8PJjQ,24
zQ4yPiqoyMtoohGpEip7zw,2
rQ2CSHRkZSn5WCu7OfVI-Q,2
ZYlDRSuhC-97FyqsPg1KCA,5
_ReMedGR8eDM5AgdRK0jCw,3
UGebrYgNZrMzbGbcI01JWA,6
K51bVqlGcpTMDK3-SDkBeQ,3
pym7c6ZFEtmoH16xN2ApBg,13
EjFp57Nd4bVgb5GNn-XnuA,3
S5zpryZNidOZUFcfznfhaQ,8
6tkLSbQ_EPc6PM9vGrHK8A,3
wPViqOIThG5W_p4FKGqjrQ,10
CPFKi2lZJazP6IdtCdDDyg,12
Ns1mgVrGKCxTv_ZGM9K7Vg,2
5AOkxsg6UJQ_CoJTMBDUmQ,6
Wndkw2PinAwTgjeUJOTdCg,3
u-eaBrfpqjXTS2TD_cTioA,2
yZZKHV_r-mlYx5nO1-cJhw,3
Owo5es5l2zcGq9e9T1sgIg,4
P8X2NUCEQm-YPTS3em1Kgg,9
eL673KqwAGpJQ4z-MAaZ7Q,6
6kAXOzE7fqaBZINQV_-_mg,3
WO5nr-4sjVs506BdCLL0aA,7
_eUOqZZxwQrk7Cx2RAeghg,9
-zsvmEbkd-K9K2DAAKqiEQ,10
hn3Rg2JrhQoDJBEhrpuwWg,3
5XXFFeHDa-lb-OcXGDKXpg,23
8QJTzIaR5FceGds8HBSIig,7
j7lGXcn5ddOVEaOGb27CeA,2
Jr90GZ4uthyYp7407eyutQ,6
EQ-TZ2eeD_E0BHuvoaeG5Q,20
a3iJjFzOy437mBKt4bqPqw,2
oqP1oQEycpp4J6u5YebRoQ,30
jnZYD2UCGziWwGsUxybkFw,4
iF_92LcvfJfrtwjHWhVb-Q,3
nzGLgGuDONA5ybdm_fIm6Q,2
MpkCQTOV6D3XGRPbtQPj5Q,4
HDuR_Dtb5xLQyTbz53DJ9Q,6
J3hrLEfPx4xeVbssGAXS3w,3
_E0WPHfJEYmwOUCAj-Jq1A,7
_rkjLrft2ZgHcLBLF9amXw,2
1c6wVkPI_v765N7l_la59A,7
fdjcOrRTHmDPJSTa1qGs-Q,2
6jgRI0lDt48CY8j1GAGuKQ,3
5Ce3lZksYVkCbrihqylVHQ,3
-utd1de-UUgQKZE4VHVLlw,9
kf8HXRAZxtC7xVR0Tg-rhA,2
h85b3MFPWyaopMBy8DpBpA,7
ShtUVrT7LI8qQRpXMv5wcQ,3
YovYgTM4ck3TJzi6XmRMZw,2
_v3DcLatG70adfYzWTd-CQ,2
YVCkBdxbgQlPM-yU_Y7Cug,2
5QefK7gbedeBiqsYJW54Bw,12
NKnwvuJygWPC42qycr6Hwg,4
FYIL5duVgc9eLyYw6hobmw,4
-y5vYOsyL4bSFxeOtQtYbg,4
y3iKFTk_sgIXCT6fNcBn_Q,2
i45WZvp-Sg7MlELrHzlUxg,4
QIuU35su_uePIkn9o5a57g,2
89VqFJf3COkgb6dL2AqXhg,4
KZe5kpIHWVuJl6WgNYzceg,3
wi4F4NUvxn7UWHvQ1Iiz7w,2
SOl2m-ZsAmnCuQGdMZeANQ,5
MRKbST9pq8EXXXIXZxQ67Q,2
eQKzKjRZ77KsW1pAa0W0HQ,3
ZMJz4ekxrcZdhBcnK4B_6g,3
AEOd0wRdjeLIXb1usSp9hg,9
pP1V9AvK716BMxoHkNVWdw,3
v0PRaHq5OnFp-fy8DvUmLQ,4
o2ETM4XZXENkzuAaYT2GIg,4
Yll7kUVI7j0gArBMQKpEaQ,2
3CsBRtDT5WOUu8IY0mHhXw,2
FYw5uf26ry8-MuPKD10z0Q,2
YfGl5XVVjGdearXRuZQFnQ,13
oHAAlU_Yts_avncJK0hJpw,4
LWDktsosohdLy4iI2pIOOQ,4
83VYMWvB2IRHO6Zasx-WVw,8
ZapDvyE7lJxVxlmeeKyjkg,6
cIohvIbTq6qN7god-sx1zg,7
k3EQAQGptzHzl6oEoas61w,3
oVlS3TqJLq6ogSo9tI_U0Q,5
Yv9KUZ-N3otoKUtToPPxAg,6
hRHhP3fhMy3LktPyQa3s_A,7
cXAKeC-EgVChIxhS7fscmw,7
yYuRiXwKTRP46dsyMVstKA,4
jW4a3W9-UkFxpglHvo_Kqg,3
n1rWvoFIHpSZrJN0KzDzeA,2
TDKBPcViJQDMrdUm6a9XZA,10
lTqAGjcQHeY3eTXBTIcvkA,4
mLNSOU8Ki0Fm09xd6ZKkcA,26
SJIQFKTW6uUsOo29w9IHxw,97
8E-FdOGepjxkEk-mP21rbA,2
JvawJ9bSr22xn4R9oLvl_w,13
Y6AmQuUO90gDO9JBogXXiA,2
0cB1kDuZCvSwpJrNdtQP8Q,3
oYzq49fG7jokPLQ38bFMOw,12
SjjrTfCxmLp0kJgy62sRAg,6
9UVFBNXegnoW9oIfj5p7Kg,13
cg4JFJcCxRTTMmcg9O9KtA,6
8LonS_bxNmCDk3FWiG9lzA,10
VgsbZSm5NRaDg2ds_FDBrg,6
ioAcpe5KRvacB2lna-wdaw,4
Vo4NZBtF3mr6EJitNnq-Wg,5
EQoeJ4o6re7EC4_EONXPlg,16
F-vfI049swuwDR7HMOW1Fg,6
ySSOZ_fz7wMhfjhWKzdR-w,22
IgCwdvf8RTNUkcUhylBGBg,6
yAEKaEvsCNxOYv1M1kiQhg,12
ToHu5wSC8LSMYigsSlkFfQ,4
CUsM2ZJAMUkUsf5-G7Js7Q,3
rlBB-B-nAusvJYaPFlGcUw,2
GBTPC53ZrG1ZBY3DT8Mbcw,40
UQssxfQY7LcLEtagk9ecog,4
Wgsex44mQetpJ3j-2fJFlw,5
Vnob_w_Aohf7ZDqxcJ9z2A,8
ugNplY4SZqIfP417oUxahQ,4
IjJSHYMgXV3ZQSAr0tn19A,45
ATYVsHtyiQnknwFD1ZX4bQ,2
uvAP4JuwHzZeZJ_aZyNLrg,5
g04aAvgol7IW8buqSbT4xA,33
DvkSkF83xDONjkNIoEPRnQ,6
ugSj0rWlWQ57-FuKuieGXA,4
pt0SLWdKuqrv7KRMgpOhLw,2
sxuv5uZU15UHGT_HB1xYxQ,3
3wogQmKw729tKKWaVbZvbg,5
VRGYwKE_Z77frm5NwLvJhw,6
RTEdyP_6wGvXQugln1jxbg,3
CJZgTBOeVi0wjXyG8BgECQ,3
EIy9vk7eeIpPHRjD1-PnNw,3
1IIht_H_qWSTG-kMSvKS6A,6
yNlR9wTzd6Hg7It9fQrhdg,2
MU8ekK-1u9IGVGAbHRdoMg,5
_bZjpxLwuCPH7I7udj-Qaw,2
HFuAKE0uZ-frIMjroeA-cA,9
Mbkt43sUBsvXRxmrJrZFhQ,14
VX7GkJDnhPG8NmrdO1V-6Q,8
otQS34_MymijPTdNBoBdCw,6
eFvzHawVJofxSnD7TgbZtg,3
9XyO6Vk13vUXgJ2yM39P3A,4
E-4t5Hoon6aVFTWDPz26fQ,3
m1DE-V1QWEkQ_vtwB51rzQ,2
wWLic8cT6apGZWK8wWWSQQ,2
aAdGIK9ewmiWtGzIcrQgNA,7
jQBPO3rYkNwIaOdQS5ktgQ,17
JLixvCikc5JYGcnvaqHoJg,4
YHlZCtNLplWoXK_eoOs9-g,12
I6L0Zxi5Ww0zEWSAVgngeQ,13
sGLDJ4V4ezZZemFHCa0z_g,4
SIoCIxjn4jLt2O-4DajWJw,2
vC2qm1y3Au5czBtbhc-DNw,6
Gw6dXkEHFRCisEsigmeJtg,10
xukkot9U57iKRGLZbBi7-Q,4
9ouyziwYpSvJzlLFpukSgA,2
LQcGL4hfJAeK6bk2ZdhmXw,6
045a4sFqlTYnmQ9ooviZPA,2
cpsKyZKCLpTMmu0YQsbIsg,2
g6kAgbQQSQ8i1A_Za-znJQ,2
9TWa1v7HYomiqdbQJbMS7A,2
XwJjTeb6yi0HFjps0Iydiw,3
kQRB8RNwd7cEMcURTS-I7A,6
oEHg59Tk32XtAA3KOHL4Wg,2
v9D3inGP2LaibM0VMufaXg,3
LqF5QiIm89Ea9wtc0cdPCA,2
P_x9fEz8efemqOIV46S0tg,4
5xokROlB8Zo5T-_qbHzsrQ,3
cBp1fn2LXpSHe4VbTXLYEw,10
3PlpoDgeAQAreL8FM2LelA,8
cp3pRJJuQo0urJZm2inr_A,3
KCm9f7cROQ-f0iyYxFxQog,5
J-ciDDEdIHMcChGIyKZnOg,4
oCbJpGl8IkH1WdYa25TDBA,24
vFpbUcVAXxrSz5mFIzKbyw,4
S87d-VjLFY8ZMoj6MUo_tg,7
mGxaM5kUC2GhYkp3Dip52Q,4
dq_B8fJB1oPo645xkwPSKQ,4
fGXhWKQV5YwjIjgP-DBNBw,6
bUAsCD_JtmQajv60JeeJ1A,2
USekrAG0-4tJUs9V2gBBOQ,2
25g42U7hBsDPF5RTpZ24mw,3
0wbxdLDPXuNXRSSPFccisg,2
vRCdvaQBQ7qclkQevPG9xA,3
HQmvpld1zlz-Q1ym8pRWAw,5
dYYkzkiAQoOtRjdR0kcspw,9
9HUpW8t-GfzZbEmfX_kWYQ,3
UmjITdXHhEF46ho6IhaGQg,6
DzpaiMQnB_sNhZPrgdvKHg,3
-OIUunijjcq_ZzyyQhPPFQ,7
0-3kCit8mt8cCjiQXDyg8w,2
g8ZqVCalVp-PsOqyS4dXGw,3
MptP4Zxq3ZLbeGB4cY772A,6
h4RaM9E8C0d20Uw-nLR5aw,6
VJEzpfLs_Jnzgqh5A_FVTg,3
1UNorskttXSWuEcgzKzXcA,4
Zx7n8mdt8OzLRXVzolXNhQ,56
3hlI68hS0pKFY6_rK5UU_g,2
AzzQwDjeuc9ZmZfvHJVAIg,2
LxTssOIneEzpc1x5sBKTqA,2
6SaqNl4O0jHTrAuXXYlXCQ,4
gCuC7255XLP-KGuFqYFaSw,19
WfPmZ9hp50ttugTVgfcPpA,3
0JoB3ThhI-DS78-1Ks1EUQ,2
9L4MIONrA5qwZYJd5Ji8eA,2
L-YdO_NODKXXT3bkS0nUpg,5
S2Ho8yLxhKAa26pBAm6rxA,27
Swjkmg5qAHT6hwXQRWQoHQ,6
CA5BOxKRDPGJgdUQ8OUOpw,4
wHiPhPVuGnngEieDBMG00g,5
KYaxFTVWG_opECuNpdrUKw,2
z5YxP_jyIU7dRKUA7V_H0w,7
6kPHr6gZaU9732ptn9gJrA,5
1T9F7iLDFAYWJvif1RKneg,12
GQun5xJ7kr9YAa4oGJSoMA,3
WQll5DlHZlysGST6MqsorQ,12
_W9lITxMHNInaS2Lv2XoUw,6
JLs-x6mvmanRB1AmHTn4ng,3
iHdrLu8deF5GceB0V1rPhA,21
hYonVJe6xzVBHHT2FLo4zg,4
oiSVxgRNjdcdzKPOBIR6PQ,4
9ErL3RgoLljuSZdDmk-iRw,2
5_sby6qh9I6rwnSuoURSaQ,3
ZPWJAgvdHREomrUJ8tIh2Q,3
skX8LBrX5U45JoF07ykbJQ,5
LnZvGYbqozanOSevcftnrw,2
ygS0u9G_VUeV0nF-iVDRQg,3
_3m2qyCqx2pnDNyo5vYM3g,4
g10CUV0LY50kLHMn5wgS_g,2
jULIPydhMj18KOI5OHTwfA,5
c3WKZO5vtv61xYQTt0TnNw,4
7BmboJEmyQ_DAgTCoCgpgg,4
_KSRzh-ZxwKB3YcRlZQsGA,4
AOurg4e-8Q3MTbEFTp0VBw,4
stJax2pMd3PVBbHZthlOdg,5
DszOO6k_s2wuGhTw2AsUdA,2
UakVMT3xrpbFB2pHdxPjnw,9
oQ5CPRt0R3AzFvcjNOqB1w,7
YUDcLokFMZOtyWAmVY3jwA,13
Lca4MeGf7g1K1GPD5Vu_Fw,3
q2cgYLHKRaujrQgSnqJPTA,2
kMXVKnMoI9l7_5wEUB4fDA,2
H-uycxPWOXoJRK0utDaYLg,4
sjueAFshWHWkKn5a1AymuQ,5
fmlv6iHwuTIdQrbzvm_KHg,8
3SNNs-aAO1P6_LX7-lzr9g,3
zmpRwOqxaajeh2YvAKxLaQ,3
sdLBeQVxRb0vbAuOB4rTvw,2
kkcQYuF3w5iHnHMf0EnRhQ,2
bX3FxhnHf_KG6W0VJNTr3Q,4
PPcz-0UtIJ8O7xDT551y2g,8
vUrTGX_7HxqeoQ_6QCVz6g,35
h4aJWIS8drud_1iD8FDIJg,2
23wO6ic61V41UfGz9eCeQQ,5
Mda0PLZBaHyyBGii30NVcQ,4
94Kq5YyU6C8cwgdh4_ozjw,15
EC2huvu74EMjrpWdEizbmw,2
NbgxCd-ImFiiV9mUtZRT8Q,6
GgGfhKUGusCbP-rvjHiS3A,3
gCcJTKC40CL0XtYYGfcXDw,2
YyTnxq15-jeW_k1eYd4S1A,3
TNz-ZAiCS6GzN1PtDBn-RA,8
V1n-wIrt5xtI0VIAxIP5dA,21
qgott66PgfZhxt9fpstGiA,4
Mha77MN_BYGB-w7DONZ5YA,4
zbrIMldF_O1ZQ0vpUaaa8A,17
FJlYldo1NcoyKMG2YKWywA,2
JjaUdQ5dnJ5Ktitu4UpWZg,3
lIooZerqwDWdARQOhng0dQ,2
TV81bpCQ6p6o4Hau5hk-zw,21
Crwv3yAmCFweHFKQJJez5w,4
1SQdqp3oEtDe4aQ1fGNJ5g,7
Gz3VBQXV6qZz7G-jtJ6qOg,2
bd8bXrhpd2HIRo5qpSZhJg,2
0hgivhSXH9OCWRtlKHg6aA,2
M4pf66QgBEu45FF_ivqk7g,11
JQz0_R70G3bjQ5dRqrhxKQ,9
Wd9JBLjCCh5yTF0vPAxCAA,5
bLdHF33M9wgqCzVZjSTYow,10
yYpU8EWucx32OYIIHqP63A,2
rl9g87CHfhTtPvrliZeq9Q,4
wzE61ThXOdrSegvwSOzf5w,8
wP0SSjU7R-m9j-VRhOCzmg,2
bWiOMj0g9ub53j1l8TJqSg,9
MxR4ADMrdNWAjNAMA_zXZA,5
rpnuLtrfmYJuQUOVILCdBw,7
b7V_5q22_eTeHlYzq1bpFw,6
4_W5pstoN1166TGjjPOrMg,4
oGdbvXKXVCQ8WC_GQePDkQ,10
2DnDk1PKYGICJl1OzAREYA,13
OHAPCbkNHV7SkUcUiwddZQ,2
AdT6vMVYy2uFFfnYbWoAsw,3
fMur7jacBnMzT2vnp__ozw,4
AWJyivVwe3t9BO-k8D0ynQ,3
SADPX8WX34EQDj_jqtacMw,8
gKPWC7F219oEbu5NXPzH4g,6
QlI4_BHwxb5UplGwd4vE0w,4
Visax-kBz0AY_34PkuvXSQ,7
gEWBWMjTecOlYiLsmHhzfQ,3
vMQBt2od0l-PYfHaE-5iBg,2
BjBDHqHhMXSxgyVipccznQ,44
HTqXI5S2XcSlh_ylx9sE6g,5
GbmzMCvzhbAun6SlwZdFPw,2
ycbmvmBYk4w_ZmdrPL0tBQ,25
oLc7k78_YcDMnMCdbC-h1A,7
at-NaeVYJ5VDG9pC4PXbSA,2
KPI0trKirkXDT8oroNfq3g,3
KVnW2wM_VdtckrVpiWXodg,3
fa6InRseC0Uxnt5d90E3LQ,9
irS5KFP0y3KTNtbRLKt3BQ,2
rdiB9Aye9-gkwd2hnckWHQ,4
ZAPCUuZBUKbhLF5tiyxDig,3
xFJ4R9nKQt_JoD5CXgyFjw,2
j99PtxlKTW_u5alE4jiqHQ,5
8pLHRpAe6YPL0FVOKkyVKw,4
MZW_eTFYFBvHYg5OFqDRCA,2
v_AbyvMdKUi_ac4A8nkG-A,13
5xd-UOui26nPkNLos2PjcA,4
s6J09lsnm2G5iK9SqsyPdA,4
o2sdqQ7e4IzeBWxUo_-tFQ,4
kdJMzQCyG9X07lEgTWWveQ,7
cmkyXHQ1oqLTeLt5QjnQJQ,2
2KIDQyTh-HzLxOUEDqtDBg,30
mqtE-aV-dXwm9Lk9Pfrr1w,2
eO3Ld3wk5qljX3KUX035YQ,3
Wr2k0Vz8RbcumYulp-jIrA,4
4WdDY97x4GdMYtyk1KQMnw,11
ciBiwtengE4sbsThPpeVpQ,13
V8H6z5ulGJEkaFUyRfmLKw,7
8qCbeHopky8xpGndJCcr7w,2
0qu0fNTOsSmuREYVIMPuIQ,15
qiZ60gI5LCzhkW59cmrFoA,3
HX3UAADrWMqReSRIrKteOA,3
D9p7-HsY9llYP3BaCVg4DA,12
7IU6885SDuzEA9JfrP--uQ,4
HbZDCqcp3wWEJ21M9sfTXw,4
uVg0HssgFzvRU1xd_h6V6w,3
NEqlF-UdizoKZ3SEwh5VEg,3
Qf5JoZsctzSKmsORmNrAwg,2
7L1kXfwU5XM6f6Jxo_L7Yg,5
KgozvZ1UFfXuJToqe8CfQg,3
9coQY05SXPMBGKHcVXWFMw,4
Xq-8-I0U8Artr7d70SjX-g,4
zsDjnBHyJsYfkdry96x75g,3
W8Z4rXYkmZlEVSaxIVjyvg,11
pS0JDcoLns_IBz0epTWqrQ,3
ivqLnrB81MDwN5jXbPwSWA,7
bKgyXSQUGA8IHGt8ne5NuA,3
pSmOH4a3HNNpYM82J5ycLA,26
ab3pRv-b0o-BwMK2jVbH3Q,7
B10mqANgHvL8gBteo1UhAA,6
tsx84z4c0B-y6J5fqfvBqg,5
XV-jiJ6yb0LXlh4EyEWbqQ,8
DRCCplzDIE3iCcSVdOdczw,2
LqY3NrBE0trSnDj87KAn3A,2
Q8q-1MZTYPL9ZBmAeoMKVg,4
NUGu31Ou05hGdZ1YPhVdNA,3
Sw7qcWQ5_iOUjBZMhSxyOQ,9
cX1VH_vpqGoLrio4sV9xcA,5
EZuIzN2oAdZt-dkbdwH0pw,7
z7em5co2qckbAXoDGXynsA,12
6p07zfmJWvytr0paqpyvbg,2
gJvHJcDBnrcIKDGo9_-v5Q,2
hI7m7riS39CrgGOhHOLH4w,2
yDHINEt7By47My7x4Mb8oA,3
2myVMP_l-9f9JIZewm19Cg,2
PBtZNTQl5tRReeC8It1G7g,6
vyyr3G874jpRYSQo2KPZow,7
hJnW5-ovJQkecq0EZhHaKw,4
vAoCutZiiFsaZ7i8EQromg,2
u0aAfNcZYcRaCpYeziqq8Q,3
5qmNrtr0iNyhCk6ky3c97w,9
9mE7Xp0hH6TMv3eaf2Ylxg,6
vR1ZFHY1Z0DtkzeHZX0taA,5
9b1MIHEAGz86HInI5IiRJQ,11
_cdy7hVc32mleVooP8x0Sw,2
zV6r2t0IN8g-rRFGtvly_Q,2
KACfu4N8b1RSnQgtjO7tiQ,6
tkJRnUUhHqp3XB6SEQC7-g,2
2fuQnVPwhU_zzfUog_JGsw,3
3SHw4aZW_muE1kRSLQQjjA,2
eLbKuFpCtHEjCkoWkDDk7g,11
VGXVIUK1l80w3W9HtPyHQg,4
wd-7MEBIsOLVnYaw9BOy1w,2
wFES5bGDiPANW13hNHnXOQ,3
mg7c4-H5oU3fE-jDSUlfNw,6
WbA5ud4InNWkizW7HE5kRQ,5
M1BkW7JZZBrCfT4_Sr4NEQ,3
1bJxvwuMTyXmQGu90WLPhA,12
ZXt0zo8liURaAEKD47zDRQ,5
rnKIMT-1d0NhQ4jFVKOlmQ,3
VHP-g1P8m8RfvypMiEATJQ,2
TvAgXHsAt1s2PgxA1pQa-w,5
6dDC5PSmPEoJYuM8r8dN_A,6
4Hyfm0Ly3yo96RJTVShTIA,5
OAHRMd971k-yDQwRxzgc2g,3
KP5OncF2jhT7_J1phHPPww,19
umqAlYC0OtFjFI-sTNSEYw,16
M5rj-zpkCHcGXTxBbcrDXQ,7
_UaTldka1sodVkg-pcNlZg,8
Te5RzXrZ20zekpFzyj1d4w,5
tYqIKRQjDCywDVkbfUGSug,4
whNtPvVGI4cCTWa_Qv5Yiw,6
pDurCski6kcl8mcXmpcKKw,2
eL4lyE7LNoXEMvpcJ8WNVw,6
xJIeT5--AiPdvPb5BRflyQ,4
Xp7aAqHsCwYluKwEeoHmwQ,3
t4WtTBcfbprzCJiB9MdqHQ,6
ICqgjbOpBD9SUtE5PQC9sA,13
3C9l3PNoadQ9U2JEb-Qtpg,9
yeHLiKNp0hyR-ig4M6us-w,22
T_3a0PL3DWpn6HupP87UXQ,4
OuJ9rEv3NbMOSndjQyqtGw,6
jcQ2ykQjVjSiVFf0EtH6eg,5
htO_nlxkEsYHzDrtbiUxew,5
jPZN2irnNhZfPaFA3XayMg,3
STtVemevd30WoiZWn_taiQ,3
DsKzHnkLKnxZTVsFpts4oA,6
